Problem,Package,File,Priority,Line,Description,Rule set,Rule
101,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1526,Access to field `detailThumbsDownCountView` on foreign value `binding` (degree 1),Design,LawOfDemeter
102,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1527,Access to field `detailThumbsDownImgView` on foreign value `binding` (degree 1),Design,LawOfDemeter
103,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1529,Access to field `detailThumbsDownCountView` on foreign value `binding` (degree 1),Design,LawOfDemeter
104,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1530,Access to field `detailThumbsDownImgView` on foreign value `binding` (degree 1),Design,LawOfDemeter
105,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1534,Access to field `detailThumbsUpCountView` on foreign value `binding` (degree 1),Design,LawOfDemeter
106,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1536,Access to field `detailThumbsUpCountView` on foreign value `binding` (degree 1),Design,LawOfDemeter
107,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1537,Access to field `detailThumbsUpImgView` on foreign value `binding` (degree 1),Design,LawOfDemeter
108,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1539,Access to field `detailThumbsUpCountView` on foreign value `binding` (degree 1),Design,LawOfDemeter
109,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1540,Access to field `detailThumbsUpImgView` on foreign value `binding` (degree 1),Design,LawOfDemeter
110,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1542,Access to field `detailThumbsDisabledView` on foreign value `binding` (degree 1),Design,LawOfDemeter
111,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1546,Access to field `detailDurationView` on foreign value `binding` (degree 1),Design,LawOfDemeter
112,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1547,Access to field `detailDurationView` on foreign value `binding` (degree 1),Design,LawOfDemeter
113,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1551,Access to field `detailDurationView` on foreign value `binding` (degree 1),Design,LawOfDemeter
114,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1552,Access to field `detailDurationView` on foreign value `binding` (degree 1),Design,LawOfDemeter
115,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1556,Access to field `detailDurationView` on foreign value `binding` (degree 1),Design,LawOfDemeter
116,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1559,Access to field `detailTitleRootLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
117,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1560,Access to field `detailToggleSecondaryControlsView` on foreign value `binding` (degree 1),Design,LawOfDemeter
118,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1561,Access to field `detailToggleSecondaryControlsView` on foreign value `binding` (degree 1),Design,LawOfDemeter
119,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1562,Access to field `detailSecondaryControlPanel` on foreign value `binding` (degree 1),Design,LawOfDemeter
120,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1590,Access to field `detailControlsDownload` on foreign value `binding` (degree 1),Design,LawOfDemeter
121,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1592,Access to field `detailControlsBackground` on foreign value `binding` (degree 1),Design,LawOfDemeter
122,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1598,Access to field `detailControlsPopup` on foreign value `binding` (degree 1),Design,LawOfDemeter
123,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1599,Access to field `detailThumbnailPlayButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
124,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1600,Access to field `ic_headset_shadow` on foreign value `R.drawable` (degree 1),Design,LawOfDemeter
125,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1600,Access to field `ic_play_arrow_shadow` on foreign value `R.drawable` (degree 1),Design,LawOfDemeter
126,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1604,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
127,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1605,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
128,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1606,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
129,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1609,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
130,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1611,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
131,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1613,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
132,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1618,Access to field `detailSubChannelThumbnailView` on foreign value `binding` (degree 1),Design,LawOfDemeter
133,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1619,Access to field `detailUploaderThumbnailView` on foreign value `binding` (degree 1),Design,LawOfDemeter
134,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1623,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
135,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1624,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
136,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1625,Access to field `detailSubChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
137,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1641,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
138,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1642,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
139,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1643,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
140,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1645,Access to field `detailUploaderTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
141,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1650,Access to field `detailSubChannelThumbnailView` on foreign value `binding` (degree 1),Design,LawOfDemeter
142,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1653,Access to field `detailUploaderThumbnailView` on foreign value `binding` (degree 1),Design,LawOfDemeter
143,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1679,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
144,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1680,Access to field `detailPositionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
145,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1694,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
146,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1695,Access to field `detailPositionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
147,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1707,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
148,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1709,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
149,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1711,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
150,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1713,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
151,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1716,Access to field `detailPositionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
152,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1717,Access to field `detailPositionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
153,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1719,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
154,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1784,Access to field `positionView` on foreign value `binding` (degree 1),Design,LawOfDemeter
155,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1871,Access to field `overlayPlayPauseButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
156,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1877,Access to field `relatedItemsLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
157,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1910,Access to field `appBarLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
158,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1913,Access to field `playerPlaceholder` on foreign value `binding` (degree 1),Design,LawOfDemeter
159,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1917,Access to field `appBarLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
160,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1938,Access to field `SDK_INT` on foreign value `Build.VERSION` (degree 1),Design,LawOfDemeter
161,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1938,Access to field `P` on foreign value `Build.VERSION_CODES` (degree 1),Design,LawOfDemeter
162,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1939,Access to field `layoutInDisplayCutoutMode` on foreign value `activity.getWindow().getAttributes()` (degree 1),Design,LawOfDemeter
163,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1940,Access to field `LAYOUT_IN_DISPLAY_CUTOUT_MODE_DEFAULT` on foreign value `WindowManager.LayoutParams` (degree 1),Design,LawOfDemeter
164,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1958,Access to field `SDK_INT` on foreign value `Build.VERSION` (degree 1),Design,LawOfDemeter
165,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1958,Access to field `P` on foreign value `Build.VERSION_CODES` (degree 1),Design,LawOfDemeter
166,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1959,Access to field `layoutInDisplayCutoutMode` on foreign value `activity.getWindow().getAttributes()` (degree 1),Design,LawOfDemeter
167,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,1960,Access to field `LAYOUT_IN_DISPLAY_CUTOUT_MODE_SHORT_EDGES` on foreign value `WindowManager.LayoutParams` (degree 1),Design,LawOfDemeter
168,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2003,Access to field `screenBrightness` on foreign value `lp` (degree 1),Design,LawOfDemeter
169,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2009,Access to field `screenBrightness` on foreign value `lp` (degree 1),Design,LawOfDemeter
170,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2032,Access to field `screenBrightness` on foreign value `lp` (degree 1),Design,LawOfDemeter
171,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2035,Access to field `screenBrightness` on foreign value `lp` (degree 1),Design,LawOfDemeter
172,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2049,Access to field `detailControlsPlaylistAppend` on foreign value `binding` (degree 1),Design,LawOfDemeter
173,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2050,Access to field `detailControlsBackground` on foreign value `binding` (degree 1),Design,LawOfDemeter
174,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2051,Access to field `detailControlsPopup` on foreign value `binding` (degree 1),Design,LawOfDemeter
175,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2052,Access to field `detailControlsDownload` on foreign value `binding` (degree 1),Design,LawOfDemeter
176,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2053,Access to field `detailControlsShare` on foreign value `binding` (degree 1),Design,LawOfDemeter
177,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2054,Access to field `detailControlsOpenInBrowser` on foreign value `binding` (degree 1),Design,LawOfDemeter
178,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2055,Access to field `detailControlsPlayWithKodi` on foreign value `binding` (degree 1),Design,LawOfDemeter
179,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2060,Access to field `detailThumbnailRootLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
180,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2256,Access to field `detailThumbnailRootLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
181,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2287,Access to field `appBarLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
182,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2300,Access to field `overlayLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
183,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2302,Access to field `overlayLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
184,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2395,Access to field `overlayPlayQueueButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
185,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2403,Access to field `overlayTitleTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
186,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2404,Access to field `overlayChannelTextView` on foreign value `binding` (degree 1),Design,LawOfDemeter
187,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2405,Access to field `overlayThumbnail` on foreign value `binding` (degree 1),Design,LawOfDemeter
188,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2414,Access to field `overlayPlayPauseButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
189,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2425,Access to field `overlayLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
190,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2428,Access to field `detailThumbnailImageView` on foreign value `binding` (degree 1),Design,LawOfDemeter
191,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2433,Access to field `overlayThumbnail` on foreign value `binding` (degree 1),Design,LawOfDemeter
192,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2434,Access to field `overlayThumbnail` on foreign value `binding` (degree 1),Design,LawOfDemeter
193,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2435,Access to field `overlayMetadataLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
194,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2436,Access to field `overlayMetadataLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
195,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2437,Access to field `overlayButtonsLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
196,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2438,Access to field `overlayPlayQueueButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
197,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2439,Access to field `overlayPlayPauseButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
198,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailFragment.java,3,2440,Access to field `overlayCloseButton` on foreign value `binding` (degree 1),Design,LawOfDemeter
1,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailPlayerCrasher.java,3,77,Access to field `LightTheme` on foreign value `R.style` (degree 1),Design,LawOfDemeter
2,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailPlayerCrasher.java,3,78,Access to field `DarkTheme` on foreign value `R.style` (degree 1),Design,LawOfDemeter
3,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailPlayerCrasher.java,3,118,Access to field `second` on foreign value `entry` (degree 1),Design,LawOfDemeter
4,org.schabi.newpipe.fragments.detail,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\detail\VideoDetailPlayerCrasher.java,3,121,Access to field `list` on foreign value `binding` (degree 1),Design,LawOfDemeter
1,org.schabi.newpipe.fragments.list,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\BaseListFragment.java,3,41,"Possible God Class (WMC=60, ATFD=31, TCC=14.794%)",Design,GodClass
2,org.schabi.newpipe.fragments.list,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\BaseListFragment.java,3,164,Access to field `itemView` on foreign value `focusedHolder` (degree 1),Design,LawOfDemeter
3,org.schabi.newpipe.fragments.list,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\BaseListFragment.java,3,214,Access to field `density` on foreign value `resources.getDisplayMetrics()` (degree 1),Design,LawOfDemeter
1,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,150,Access to field `menu_item_notify` on foreign value `R.id` (degree 1),Design,LawOfDemeter
2,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,155,Access to field `action_settings` on foreign value `R.id` (degree 1),Design,LawOfDemeter
3,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,158,Access to field `menu_item_rss` on foreign value `R.id` (degree 1),Design,LawOfDemeter
4,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,163,Access to field `menu_item_openInBrowser` on foreign value `R.id` (degree 1),Design,LawOfDemeter
5,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,169,Access to field `menu_item_share` on foreign value `R.id` (degree 1),Design,LawOfDemeter
6,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,203,Access to field `viewPager` on foreign value `binding` (degree 1),Design,LawOfDemeter
7,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,204,Access to field `tabLayout` on foreign value `binding` (degree 1),Design,LawOfDemeter
8,org.schabi.newpipe.fragments.list.channel,C:\User\divya\Projects\NewPipe\app\src\main\java\org\schabi\newpipe\fragments\list\channel\ChannelFragment.java,3,207,Access to field `channelTitleView` on foreign value `binding` (degree 1),Design,LawOfDemeter
